,year,sample,yearSampleLabel,Cohort,CohortLabel,stattype,subject,grade,scale,jurisdiction,jurisLabel,variable,variableLabel,varValue,varValueLabel,value,isStatDisplayable,errorFlag
155,2015,R3,2015,1,Grade 4,ALD:AD,MAT,4,MRPCM,NJ,New Jersey,TOTAL,All students,1,All students,9.35658434707882,1,0
156,2015,R3,2015,1,Grade 4,ALD:BA,MAT,4,MRPCM,NJ,New Jersey,TOTAL,All students,1,All students,39.3992123370687,1,0
157,2015,R3,2015,1,Grade 4,MN:MN,MAT,4,MRPCM,NJ,New Jersey,TOTAL,All students,1,All students,245.383220077076,1,0
158,2015,R3,2015,1,Grade 4,ALD:PR,MAT,4,MRPCM,NJ,New Jersey,TOTAL,All students,1,All students,37.5120884532859,1,0
159,2015,R3,2015,1,Grade 4,SD:SD,MAT,4,MRPCM,NJ,New Jersey,TOTAL,All students,1,All students,28.962742164134,1,0
160,2015,R3,2015,1,Grade 4,ALD:AD,MAT,4,MRPCM,NM,New Mexico,TOTAL,All students,1,All students,3.18016537582252,1,0
161,2015,R3,2015,1,Grade 4,ALD:BA,MAT,4,MRPCM,NM,New Mexico,TOTAL,All students,1,All students,46.573478088339,1,0
162,2015,R3,2015,1,Grade 4,MN:MN,MAT,4,MRPCM,NM,New Mexico,TOTAL,All students,1,All students,231.167235964367,1,0
163,2015,R3,2015,1,Grade 4,ALD:PR,MAT,4,MRPCM,NM,New Mexico,TOTAL,All students,1,All students,23.7037662091691,1,0
164,2015,R3,2015,1,Grade 4,SD:SD,MAT,4,MRPCM,NM,New Mexico,TOTAL,All students,1,All students,28.5763210339325,1,0
165,2015,R3,2015,1,Grade 4,ALD:AD,MAT,4,MRPCM,NT,National,TOTAL,All students,1,All students,7.2850209188899,1,0
166,2015,R3,2015,1,Grade 4,ALD:BA,MAT,4,MRPCM,NT,National,TOTAL,All students,1,All students,41.611763827708,1,0
167,2015,R3,2015,1,Grade 4,MN:MN,MAT,4,MRPCM,NT,National,TOTAL,All students,1,All students,240.389287044695,1,0
168,2015,R3,2015,1,Grade 4,ALD:PR,MAT,4,MRPCM,NT,National,TOTAL,All students,1,All students,32.7638916012179,1,0
169,2015,R3,2015,1,Grade 4,SD:SD,MAT,4,MRPCM,NT,National,TOTAL,All students,1,All students,29.7929746733279,1,0
170,2015,R3,2015,1,Grade 4,ALD:AD,MAT,4,MRPCM,NV,Nevada,TOTAL,All students,1,All students,4.10708602309582,1,0
171,2015,R3,2015,1,Grade 4,ALD:BA,MAT,4,MRPCM,NV,Nevada,TOTAL,All students,1,All students,44.0682457242556,1,0
172,2015,R3,2015,1,Grade 4,MN:MN,MAT,4,MRPCM,NV,Nevada,TOTAL,All students,1,All students,233.827016206925,1,0
173,2015,R3,2015,1,Grade 4,ALD:PR,MAT,4,MRPCM,NV,Nevada,TOTAL,All students,1,All students,27.772701335519,1,0
174,2015,R3,2015,1,Grade 4,SD:SD,MAT,4,MRPCM,NV,Nevada,TOTAL,All students,1,All students,29.6370596493444,1,0
175,2015,R3,2015,1,Grade 4,ALD:AD,MAT,4,MRPCM,NY,New York,TOTAL,All students,1,All students,5.26744212117397,1,0
176,2015,R3,2015,1,Grade 4,ALD:BA,MAT,4,MRPCM,NY,New York,TOTAL,All students,1,All students,43.9610779566646,1,0
177,2015,R3,2015,1,Grade 4,MN:MN,MAT,4,MRPCM,NY,New York,TOTAL,All students,1,All students,236.796927043204,1,0
178,2015,R3,2015,1,Grade 4,ALD:PR,MAT,4,MRPCM,NY,New York,TOTAL,All students,1,All students,29.6461088000607,1,0
179,2015,R3,2015,1,Grade 4,SD:SD,MAT,4,MRPCM,NY,New York,TOTAL,All students,1,All students,28.9155086798856,1,0
180,2015,R3,2015,1,Grade 4,ALD:AD,MAT,4,MRPCM,OH,Ohio,TOTAL,All students,1,All students,7.9516361386509,1,0
181,2015,R3,2015,1,Grade 4,ALD:BA,MAT,4,MRPCM,OH,Ohio,TOTAL,All students,1,All students,40.6105701541103,1,0
182,2015,R3,2015,1,Grade 4,MN:MN,MAT,4,MRPCM,OH,Ohio,TOTAL,All students,1,All students,243.598591203345,1,0
183,2015,R3,2015,1,Grade 4,ALD:PR,MAT,4,MRPCM,OH,Ohio,TOTAL,All students,1,All students,36.6368358355336,1,0
184,2015,R3,2015,1,Grade 4,SD:SD,MAT,4,MRPCM,OH,Ohio,TOTAL,All students,1,All students,28.7002068349043,1,0
185,2015,R3,2015,1,Grade 4,ALD:AD,MAT,4,MRPCM,OK,Oklahoma,TOTAL,All students,1,All students,5.07163669593315,1,0
186,2015,R3,2015,1,Grade 4,ALD:BA,MAT,4,MRPCM,OK,Oklahoma,TOTAL,All students,1,All students,47.5892669000771,1,0
187,2015,R3,2015,1,Grade 4,MN:MN,MAT,4,MRPCM,OK,Oklahoma,TOTAL,All students,1,All students,239.760481447062,1,0
188,2015,R3,2015,1,Grade 4,ALD:PR,MAT,4,MRPCM,OK,Oklahoma,TOTAL,All students,1,All students,31.606348219329,1,0
189,2015,R3,2015,1,Grade 4,SD:SD,MAT,4,MRPCM,OK,Oklahoma,TOTAL,All students,1,All students,26.4933694502236,1,0
190,2015,R3,2015,1,Grade 4,ALD:AD,MAT,4,MRPCM,OR,Oregon,TOTAL,All students,1,All students,5.89748562937554,1,0
191,2015,R3,2015,1,Grade 4,ALD:BA,MAT,4,MRPCM,OR,Oregon,TOTAL,All students,1,All students,41.9397718795948,1,0
192,2015,R3,2015,1,Grade 4,MN:MN,MAT,4,MRPCM,OR,Oregon,TOTAL,All students,1,All students,237.74670893826,1,0
193,2015,R3,2015,1,Grade 4,ALD:PR,MAT,4,MRPCM,OR,Oregon,TOTAL,All students,1,All students,31.1562091587903,1,0
194,2015,R3,2015,1,Grade 4,SD:SD,MAT,4,MRPCM,OR,Oregon,TOTAL,All students,1,All students,30.0278542562712,1,0
195,2015,R3,2015,1,Grade 4,ALD:AD,MAT,4,MRPCM,PA,Pennsylvania,TOTAL,All students,1,All students,9.67609919895917,1,0
196,2015,R3,2015,1,Grade 4,ALD:BA,MAT,4,MRPCM,PA,Pennsylvania,TOTAL,All students,1,All students,37.6854274775411,1,0
197,2015,R3,2015,1,Grade 4,MN:MN,MAT,4,MRPCM,PA,Pennsylvania,TOTAL,All students,1,All students,243.312239940824,1,0
198,2015,R3,2015,1,Grade 4,ALD:PR,MAT,4,MRPCM,PA,Pennsylvania,TOTAL,All students,1,All students,35.3079001080973,1,0
199,2015,R3,2015,1,Grade 4,SD:SD,MAT,4,MRPCM,PA,Pennsylvania,TOTAL,All students,1,All students,30.7073043536561,1,0
200,2015,R3,2015,1,Grade 4,ALD:AD,MAT,4,MRPCM,RI,Rhode Island,TOTAL,All students,1,All students,5.56389153500913,1,0
201,2015,R3,2015,1,Grade 4,ALD:BA,MAT,4,MRPCM,RI,Rhode Island,TOTAL,All students,1,All students,42.6397986990691,1,0
202,2015,R3,2015,1,Grade 4,MN:MN,MAT,4,MRPCM,RI,Rhode Island,TOTAL,All students,1,All students,238.001729682764,1,0
203,2015,R3,2015,1,Grade 4,ALD:PR,MAT,4,MRPCM,RI,Rhode Island,TOTAL,All students,1,All students,31.9220047650882,1,0
204,2015,R3,2015,1,Grade 4,SD:SD,MAT,4,MRPCM,RI,Rhode Island,TOTAL,All students,1,All students,29.7087579060751,1,0
205,2015,R3,2015,1,Grade 4,ALD:AD,MAT,4,MRPCM,SC,South Carolina,TOTAL,All students,1,All students,5.52766511756071,1,0
206,2015,R3,2015,1,Grade 4,ALD:BA,MAT,4,MRPCM,SC,South Carolina,TOTAL,All students,1,All students,43.0298239315976,1,0
207,2015,R3,2015,1,Grade 4,MN:MN,MAT,4,MRPCM,SC,South Carolina,TOTAL,All students,1,All students,237.089571458614,1,0
208,2015,R3,2015,1,Grade 4,ALD:PR,MAT,4,MRPCM,SC,South Carolina,TOTAL,All students,1,All students,30.5033672587769,1,0
209,2015,R3,2015,1,Grade 4,SD:SD,MAT,4,MRPCM,SC,South Carolina,TOTAL,All students,1,All students,29.9397198436556,1,0
210,2015,R3,2015,1,Grade 4,ALD:AD,MAT,4,MRPCM,SD,South Dakota,TOTAL,All students,1,All students,4.41103188444447,1,0
211,2015,R3,2015,1,Grade 4,ALD:BA,MAT,4,MRPCM,SD,South Dakota,TOTAL,All students,1,All students,43.0750191635018,1,0
212,2015,R3,2015,1,Grade 4,MN:MN,MAT,4,MRPCM,SD,South Dakota,TOTAL,All students,1,All students,239.723094945658,1,0
213,2015,R3,2015,1,Grade 4,ALD:PR,MAT,4,MRPCM,SD,South Dakota,TOTAL,All students,1,All students,35.345174312105,1,0
214,2015,R3,2015,1,Grade 4,SD:SD,MAT,4,MRPCM,SD,South Dakota,TOTAL,All students,1,All students,27.9602773136238,1,0
215,2015,R3,2015,1,Grade 4,ALD:AD,MAT,4,MRPCM,TN,Tennessee,TOTAL,All students,1,All students,6.54055577696502,1,0
216,2015,R3,2015,1,Grade 4,ALD:BA,MAT,4,MRPCM,TN,Tennessee,TOTAL,All students,1,All students,42.3250430045551,1,0
217,2015,R3,2015,1,Grade 4,MN:MN,MAT,4,MRPCM,TN,Tennessee,TOTAL,All students,1,All students,240.667395743119,1,0
218,2015,R3,2015,1,Grade 4,ALD:PR,MAT,4,MRPCM,TN,Tennessee,TOTAL,All students,1,All students,33.6328148408415,1,0
219,2015,R3,2015,1,Grade 4,SD:SD,MAT,4,MRPCM,TN,Tennessee,TOTAL,All students,1,All students,28.6033949882004,1,0
220,2015,R3,2015,1,Grade 4,ALD:AD,MAT,4,MRPCM,TX,Texas,TOTAL,All students,1,All students,8.25748916101127,1,0
221,2015,R3,2015,1,Grade 4,ALD:BA,MAT,4,MRPCM,TX,Texas,TOTAL,All students,1,All students,41.8970198599373,1,0
222,2015,R3,2015,1,Grade 4,MN:MN,MAT,4,MRPCM,TX,Texas,TOTAL,All students,1,All students,244.00247204328,1,0
223,2015,R3,2015,1,Grade 4,ALD:PR,MAT,4,MRPCM,TX,Texas,TOTAL,All students,1,All students,35.7242479988654,1,0
224,2015,R3,2015,1,Grade 4,SD:SD,MAT,4,MRPCM,TX,Texas,TOTAL,All students,1,All students,28.4465528380098,1,0
225,2015,R3,2015,1,Grade 4,ALD:AD,MAT,4,MRPCM,UT,Utah,TOTAL,All students,1,All students,7.39478214365313,1,0
226,2015,R3,2015,1,Grade 4,ALD:BA,MAT,4,MRPCM,UT,Utah,TOTAL,All students,1,All students,40.3337371894322,1,0
227,2015,R3,2015,1,Grade 4,MN:MN,MAT,4,MRPCM,UT,Utah,TOTAL,All students,1,All students,242.562787058815,1,0
228,2015,R3,2015,1,Grade 4,ALD:PR,MAT,4,MRPCM,UT,Utah,TOTAL,All students,1,All students,36.3674828045152,1,0
229,2015,R3,2015,1,Grade 4,SD:SD,MAT,4,MRPCM,UT,Utah,TOTAL,All students,1,All students,29.3518231574481,1,0
230,2015,R3,2015,1,Grade 4,ALD:AD,MAT,4,MRPCM,VA,Virginia,TOTAL,All students,1,All students,10.3865790316491,1,0
231,2015,R3,2015,1,Grade 4,ALD:BA,MAT,4,MRPCM,VA,Virginia,TOTAL,All students,1,All students,39.9694231548809,1,0
232,2015,R3,2015,1,Grade 4,MN:MN,MAT,4,MRPCM,VA,Virginia,TOTAL,All students,1,All students,246.612621705962,1,0
233,2015,R3,2015,1,Grade 4,ALD:PR,MAT,4,MRPCM,VA,Virginia,TOTAL,All students,1,All students,36.9627544189624,1,0
234,2015,R3,2015,1,Grade 4,SD:SD,MAT,4,MRPCM,VA,Virginia,TOTAL,All students,1,All students,28.326821347838,1,0
235,2015,R3,2015,1,Grade 4,ALD:AD,MAT,4,MRPCM,VT,Vermont,TOTAL,All students,1,All students,8.68688130187337,1,0
236,2015,R3,2015,1,Grade 4,ALD:BA,MAT,4,MRPCM,VT,Vermont,TOTAL,All students,1,All students,41.4528789404544,1,0
237,2015,R3,2015,1,Grade 4,MN:MN,MAT,4,MRPCM,VT,Vermont,TOTAL,All students,1,All students,243.250399158154,1,0
238,2015,R3,2015,1,Grade 4,ALD:PR,MAT,4,MRPCM,VT,Vermont,TOTAL,All students,1,All students,34.5062090069404,1,0
239,2015,R3,2015,1,Grade 4,SD:SD,MAT,4,MRPCM,VT,Vermont,TOTAL,All students,1,All students,28.813854520468,1,0
240,2015,R3,2015,1,Grade 4,ALD:AD,MAT,4,MRPCM,WA,Washington,TOTAL,All students,1,All students,12.1118224879064,1,0
241,2015,R3,2015,1,Grade 4,ALD:BA,MAT,4,MRPCM,WA,Washington,TOTAL,All students,1,All students,36.0947352848945,1,0
242,2015,R3,2015,1,Grade 4,MN:MN,MAT,4,MRPCM,WA,Washington,TOTAL,All students,1,All students,244.981422185301,1,0
243,2015,R3,2015,1,Grade 4,ALD:PR,MAT,4,MRPCM,WA,Washington,TOTAL,All students,1,All students,34.8193880540692,1,0
244,2015,R3,2015,1,Grade 4,SD:SD,MAT,4,MRPCM,WA,Washington,TOTAL,All students,1,All students,32.3980789066292,1,0
245,2015,R3,2015,1,Grade 4,ALD:AD,MAT,4,MRPCM,WI,Wisconsin,TOTAL,All students,1,All students,9.16696396655149,1,0
246,2015,R3,2015,1,Grade 4,ALD:BA,MAT,4,MRPCM,WI,Wisconsin,TOTAL,All students,1,All students,37.3267103310176,1,0
247,2015,R3,2015,1,Grade 4,MN:MN,MAT,4,MRPCM,WI,Wisconsin,TOTAL,All students,1,All students,243.310211318799,1,0
248,2015,R3,2015,1,Grade 4,ALD:PR,MAT,4,MRPCM,WI,Wisconsin,TOTAL,All students,1,All students,36.2457864010805,1,0
249,2015,R3,2015,1,Grade 4,SD:SD,MAT,4,MRPCM,WI,Wisconsin,TOTAL,All students,1,All students,30.4963592159625,1,0
250,2015,R3,2015,1,Grade 4,ALD:AD,MAT,4,MRPCM,WV,West Virginia,TOTAL,All students,1,All students,4.54830938127179,1,0
251,2015,R3,2015,1,Grade 4,ALD:BA,MAT,4,MRPCM,WV,West Virginia,TOTAL,All students,1,All students,45.0905287699257,1,0
252,2015,R3,2015,1,Grade 4,MN:MN,MAT,4,MRPCM,WV,West Virginia,TOTAL,All students,1,All students,235.204661462065,1,0
253,2015,R3,2015,1,Grade 4,ALD:PR,MAT,4,MRPCM,WV,West Virginia,TOTAL,All students,1,All students,28.0192250352613,1,0
254,2015,R3,2015,1,Grade 4,SD:SD,MAT,4,MRPCM,WV,West Virginia,TOTAL,All students,1,All students,29.2091779537358,1,0
255,2015,R3,2015,1,Grade 4,ALD:AD,MAT,4,MRPCM,WY,Wyoming,TOTAL,All students,1,All students,8.95719906753268,1,0
256,2015,R3,2015,1,Grade 4,ALD:BA,MAT,4,MRPCM,WY,Wyoming,TOTAL,All students,1,All students,40.1143546104777,1,0
257,2015,R3,2015,1,Grade 4,MN:MN,MAT,4,MRPCM,WY,Wyoming,TOTAL,All students,1,All students,246.759764467268,1,0
258,2015,R3,2015,1,Grade 4,ALD:PR,MAT,4,MRPCM,WY,Wyoming,TOTAL,All students,1,All students,39.3467751316868,1,0
259,2015,R3,2015,1,Grade 4,SD:SD,MAT,4,MRPCM,WY,Wyoming,TOTAL,All students,1,All students,27.2882289258033,1,0
260,2017,R3,2017,1,Grade 4,ALD:AD,MAT,4,MRPCM,AK,Alaska,TOTAL,All students,1,All students,5.22443574768237,1,0
261,2017,R3,2017,1,Grade 4,ALD:BA,MAT,4,MRPCM,AK,Alaska,TOTAL,All students,1,All students,39.2755073963535,1,0
262,2017,R3,2017,1,Grade 4,MN:MN,MAT,4,MRPCM,AK,Alaska,TOTAL,All students,1,All students,230.456277558902,1,0
263,2017,R3,2017,1,Grade 4,ALD:PR,MAT,4,MRPCM,AK,Alaska,TOTAL,All students,1,All students,26.4315198352904,1,0
264,2017,R3,2017,1,Grade 4,SD:SD,MAT,4,MRPCM,AK,Alaska,TOTAL,All students,1,All students,34.794512939379,1,0
265,2017,R3,2017,1,Grade 4,ALD:AD,MAT,4,MRPCM,AL,Alabama,TOTAL,All students,1,All students,3.55976071507748,1,0
266,2017,R3,2017,1,Grade 4,ALD:BA,MAT,4,MRPCM,AL,Alabama,TOTAL,All students,1,All students,42.1402349211444,1,0
267,2017,R3,2017,1,Grade 4,MN:MN,MAT,4,MRPCM,AL,Alabama,TOTAL,All students,1,All students,232.170687741509,1,0
268,2017,R3,2017,1,Grade 4,ALD:PR,MAT,4,MRPCM,AL,Alabama,TOTAL,All students,1,All students,27.6373753713413,1,0
269,2017,R3,2017,1,Grade 4,SD:SD,MAT,4,MRPCM,AL,Alabama,TOTAL,All students,1,All students,30.1181263326996,1,0
270,2017,R3,2017,1,Grade 4,ALD:AD,MAT,4,MRPCM,AR,Arkansas,TOTAL,All students,1,All students,4.93066895357988,1,0
271,2017,R3,2017,1,Grade 4,ALD:BA,MAT,4,MRPCM,AR,Arkansas,TOTAL,All students,1,All students,42.2704660008346,1,0
272,2017,R3,2017,1,Grade 4,MN:MN,MAT,4,MRPCM,AR,Arkansas,TOTAL,All students,1,All students,233.848143678937,1,0
273,2017,R3,2017,1,Grade 4,ALD:PR,MAT,4,MRPCM,AR,Arkansas,TOTAL,All students,1,All students,27.8019194237949,1,0
274,2017,R3,2017,1,Grade 4,SD:SD,MAT,4,MRPCM,AR,Arkansas,TOTAL,All students,1,All students,30.8963154390149,1,0
275,2017,R3,2017,1,Grade 4,ALD:AD,MAT,4,MRPCM,AZ,Arizona,TOTAL,All students,1,All students,6.98521324139226,1,0
276,2017,R3,2017,1,Grade 4,ALD:BA,MAT,4,MRPCM,AZ,Arizona,TOTAL,All students,1,All students,39.4225480514014,1,0
277,2017,R3,2017,1,Grade 4,MN:MN,MAT,4,MRPCM,AZ,Arizona,TOTAL,All students,1,All students,234.435788152091,1,0
278,2017,R3,2017,1,Grade 4,ALD:PR,MAT,4,MRPCM,AZ,Arizona,TOTAL,All students,1,All students,26.8949159322847,1,0
279,2017,R3,2017,1,Grade 4,SD:SD,MAT,4,MRPCM,AZ,Arizona,TOTAL,All students,1,All students,32.7119964613013,1,0
280,2017,R3,2017,1,Grade 4,ALD:AD,MAT,4,MRPCM,CA,California,TOTAL,All students,1,All students,6.24866144476786,1,0
281,2017,R3,2017,1,Grade 4,ALD:BA,MAT,4,MRPCM,CA,California,TOTAL,All students,1,All students,39.800781128935,1,0
282,2017,R3,2017,1,Grade 4,MN:MN,MAT,4,MRPCM,CA,California,TOTAL,All students,1,All students,232.262940994562,1,0
283,2017,R3,2017,1,Grade 4,ALD:PR,MAT,4,MRPCM,CA,California,TOTAL,All students,1,All students,24.9670636333732,1,0
284,2017,R3,2017,1,Grade 4,SD:SD,MAT,4,MRPCM,CA,California,TOTAL,All students,1,All students,32.9092843138564,1,0
285,2017,R3,2017,1,Grade 4,ALD:AD,MAT,4,MRPCM,CO,Colorado,TOTAL,All students,1,All students,8.76603271174066,1,0
286,2017,R3,2017,1,Grade 4,ALD:BA,MAT,4,MRPCM,CO,Colorado,TOTAL,All students,1,All students,37.7458930037247,1,0
287,2017,R3,2017,1,Grade 4,MN:MN,MAT,4,MRPCM,CO,Colorado,TOTAL,All students,1,All students,240.695016615505,1,0
288,2017,R3,2017,1,Grade 4,ALD:PR,MAT,4,MRPCM,CO,Colorado,TOTAL,All students,1,All students,33.6181015238624,1,0
289,2017,R3,2017,1,Grade 4,SD:SD,MAT,4,MRPCM,CO,Colorado,TOTAL,All students,1,All students,32.0924387179567,1,0
290,2017,R3,2017,1,Grade 4,ALD:AD,MAT,4,MRPCM,CT,Connecticut,TOTAL,All students,1,All students,7.66928277250421,1,0
291,2017,R3,2017,1,Grade 4,ALD:BA,MAT,4,MRPCM,CT,Connecticut,TOTAL,All students,1,All students,39.4079700102033,1,0
292,2017,R3,2017,1,Grade 4,MN:MN,MAT,4,MRPCM,CT,Connecticut,TOTAL,All students,1,All students,239.237650900737,1,0
293,2017,R3,2017,1,Grade 4,ALD:PR,MAT,4,MRPCM,CT,Connecticut,TOTAL,All students,1,All students,32.2556262717542,1,0
294,2017,R3,2017,1,Grade 4,SD:SD,MAT,4,MRPCM,CT,Connecticut,TOTAL,All students,1,All students,31.4322489156574,1,0
295,2017,R3,2017,1,Grade 4,ALD:AD,MAT,4,MRPCM,DC,District of Columbia,TOTAL,All students,1,All students,7.52515962672004,1,0
296,2017,R3,2017,1,Grade 4,ALD:BA,MAT,4,MRPCM,DC,District of Columbia,TOTAL,All students,1,All students,37.0590633715831,1,0
297,2017,R3,2017,1,Grade 4,MN:MN,MAT,4,MRPCM,DC,District of Columbia,TOTAL,All students,1,All students,231.320462145503,1,0
298,2017,R3,2017,1,Grade 4,ALD:PR,MAT,4,MRPCM,DC,District of Columbia,TOTAL,All students,1,All students,23.9863561915314,1,0
299,2017,R3,2017,1,Grade 4,SD:SD,MAT,4,MRPCM,DC,District of Columbia,TOTAL,All students,1,All students,35.5315098447129,1,0
300,2017,R3,2017,1,Grade 4,ALD:AD,MAT,4,MRPCM,DE,Delaware,TOTAL,All students,1,All students,6.86300031930026,1,0
301,2017,R3,2017,1,Grade 4,ALD:BA,MAT,4,MRPCM,DE,Delaware,TOTAL,All students,1,All students,40.781959286232,1,0
302,2017,R3,2017,1,Grade 4,MN:MN,MAT,4,MRPCM,DE,Delaware,TOTAL,All students,1,All students,236.127561706187,1,0
303,2017,R3,2017,1,Grade 4,ALD:PR,MAT,4,MRPCM,DE,Delaware,TOTAL,All students,1,All students,29.0602593131784,1,0
304,2017,R3,2017,1,Grade 4,SD:SD,MAT,4,MRPCM,DE,Delaware,TOTAL,All students,1,All students,32.4848850300778,1,0
305,2017,R3,2017,1,Grade 4,ALD:AD,MAT,4,MRPCM,FL,Florida,TOTAL,All students,1,All students,9.28246152870063,1,0
306,2017,R3,2017,1,Grade 4,ALD:BA,MAT,4,MRPCM,FL,Florida,TOTAL,All students,1,All students,40.531178568213,1,0
307,2017,R3,2017,1,Grade 4,MN:MN,MAT,4,MRPCM,FL,Florida,TOTAL,All students,1,All students,246.367695779459,1,0
308,2017,R3,2017,1,Grade 4,ALD:PR,MAT,4,MRPCM,FL,Florida,TOTAL,All students,1,All students,38.245242825649,1,0
309,2017,R3,2017,1,Grade 4,SD:SD,MAT,4,MRPCM,FL,Florida,TOTAL,All students,1,All students,27.3892838589966,1,0
